Exercise_Name,URL,Thumbnail_URL
Straight Arm Lat Pulldowns,https://www.youtube.com/watch?v=ey9Fv3FGrRg,https://i.ytimg.com/vi/ey9Fv3FGrRg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCBazQUInE-8g8wqCoeFYiblJrIhQ
Kneeling Lat Pulldowns,https://www.youtube.com/watch?v=VIJPZ8m0EDM,https://i.ytimg.com/vi/VIJPZ8m0EDM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB-wTs8iVp8WTGhl18JklV6Ycciwg
Swiss Ball Crunches,https://www.youtube.com/watch?v=O4d3kd1ZLyc,https://i.ytimg.com/vi/O4d3kd1ZLyc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCzkuVjp3asrZCL_vP_e8r6D6SXMw
Pallof Press,https://www.youtube.com/watch?v=HXrLaqNIkTs,https://i.ytimg.com/vi/HXrLaqNIkTs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBhOIM_98w29YKBe3ZbbxeO801Fcw
Deadbugs,https://www.youtube.com/watch?v=9RK9UUgKIQE,https://i.ytimg.com/vi/9RK9UUgKIQE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDm2tTdH0Mm4iqytv5GlbOur0xVAA
b Wheel Roll Outs,https://www.youtube.com/watch?v=SBO5aFR09D4,https://i.ytimg.com/vi/SBO5aFR09D4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBMg3NGQ3QpLavOqFXhwE2zdYzXlA
45 Degree Leg Press,https://www.youtube.com/watch?v=q4W4_VJbKW0,https://i.ytimg.com/vi/q4W4_VJbKW0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD35rqHwmwelfppWjF7SExGzy0QQQ
Renegade Row,https://www.youtube.com/watch?v=Q28cLuweLv4,https://i.ytimg.com/vi/Q28cLuweLv4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBt09mi0kpTX5XZgLIBRB8Vh7tSpA
Dumbbell Hip Thrust,https://www.youtube.com/watch?v=ETnhBWeWK74,https://i.ytimg.com/vi/ETnhBWeWK74/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtW9RNTIQYi3uTUTZ-GRtNEAQWug
Single Leg Hip Thrusts,https://www.youtube.com/watch?v=1u-b25VJVFU,https://i.ytimg.com/vi/1u-b25VJVFU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-k0LgPngJiESqFq6pjvMiYySvwA
Superman Exercises,https://www.youtube.com/watch?v=kTMBsUwEGPM,https://i.ytimg.com/vi/kTMBsUwEGPM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZ6BxRWOfPXMcEDyZph0sEpNUUqg
Renegade Rows,https://www.youtube.com/watch?v=iwxg2SA8_OY,https://i.ytimg.com/vi/iwxg2SA8_OY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDNtvEiOZeLukTHnRdbry7DaQJ5Jg
Pull Ups,https://www.youtube.com/watch?v=PHdHnZcbsB8,https://i.ytimg.com/vi/PHdHnZcbsB8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCw2B8CPcfAVFHe6Kwrop2y4WcwPA
Chest Dips,https://www.youtube.com/watch?v=2HYAeF6o7Bc,https://i.ytimg.com/vi/2HYAeF6o7Bc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC60gkPP7kajCvHM3Gbxn0wjD-OvQ
Box Jumps,https://www.youtube.com/watch?v=k7dmYdknbac,https://i.ytimg.com/vi/k7dmYdknbac/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBy-7cXWM6BQxvvlRLbyIOGo-ONGQ
Loaded Wall Sits,https://www.youtube.com/watch?v=wXlspsRz7r8,https://i.ytimg.com/vi/wXlspsRz7r8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA4DyCOHXWuAyWVigWkU3hDcyjTJg
Dumbbell Hamstring Curls,https://www.youtube.com/watch?v=z6MvXsikOk0,https://i.ytimg.com/vi/z6MvXsikOk0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBG5HC2BZYVQGZMH8MvSAPtZtZjgQ
Barbell Shrugs,https://www.youtube.com/watch?v=larn3Asl6oM,https://i.ytimg.com/vi/larn3Asl6oM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCCy2Uvd4uhDjBvicVQ_LOpVDqErQ
Smith Machine Hack Squats,https://www.youtube.com/watch?v=zZj-ibOLJHs,https://i.ytimg.com/vi/zZj-ibOLJHs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD30FlW8-kQKpBmbFIxL_gmho0d0g
Hanging Leg Raises,https://www.youtube.com/watch?v=Yrtvs-nEnk0,https://i.ytimg.com/vi/Yrtvs-nEnk0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCRAhFgojmC2yzGN9RiaIZqtmG4lQ
Hanging Knee Raises,https://www.youtube.com/watch?v=O7iDA3ory-w,https://i.ytimg.com/vi/O7iDA3ory-w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCGD0ZDI-GtmlcFh_kD7PcbDIHyhw
Gorilla Rows,https://www.youtube.com/watch?v=01z4jm3ClZc,https://i.ytimg.com/vi/01z4jm3ClZc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAnmGisi7WnY6aFLoOmiXYjvxtN0A
Weighted Chest Dips,https://www.youtube.com/watch?v=IUpu0oK_lxI,https://i.ytimg.com/vi/IUpu0oK_lxI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCCyBgWse2Gg1VdisleaWUtrlry5g
Dumbbell Burpees,https://www.youtube.com/watch?v=QfYr_83JdgI,https://i.ytimg.com/vi/QfYr_83JdgI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDURXNnavNhzrE0ISLIBDtmHCdmiQ
The Devils Press,https://www.youtube.com/watch?v=ghacPZ9fuFU,https://i.ytimg.com/vi/ghacPZ9fuFU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCiS4KOIBRW1tbg00thxgB6J3m8aA
Burpee Broad Jumps,https://www.youtube.com/watch?v=4JjCzeWN_Z4,https://i.ytimg.com/vi/4JjCzeWN_Z4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAXVjbOk7qmH6rFcktgFf5W3Rq_1w
Burpee Tuck Jumps,https://www.youtube.com/watch?v=oCiw2T6GYEU,https://i.ytimg.com/vi/oCiw2T6GYEU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBUvV_msR9MM7ePp8WgBO3h74s5mQ
Tuck Jumps,https://www.youtube.com/watch?v=3-5Vmrp3yGE,https://i.ytimg.com/vi/3-5Vmrp3yGE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBQaxHHdY25FXq0u-C8rwZ3296riQ
The Sled Push,https://www.youtube.com/watch?v=QwscR2BhdEg,https://i.ytimg.com/vi/QwscR2BhdEg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAaSEXyW7fB_CBYvc0ge1pjsC86Vw
Straight Arm Sled Push,https://www.youtube.com/watch?v=E6mhG8zzYEY,https://i.ytimg.com/vi/E6mhG8zzYEY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBpQb8C0bgj5sDNZ_ARABfsBex4cQ
The Sled Pull,https://www.youtube.com/watch?v=BSJIKV7h5po,https://i.ytimg.com/vi/BSJIKV7h5po/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAx7Mk2EeveqpF_djyzvzhgUp8z_A
How To Sled Pull And Push,https://www.youtube.com/watch?v=4eAG1jf1JHY,https://i.ytimg.com/vi/4eAG1jf1JHY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAQOQN4SHZiUnY6yH6DlMcEXJBVlw
High Knee Skips (Jump Rope),https://www.youtube.com/watch?v=Wf26oKiPh2I,https://i.ytimg.com/vi/Wf26oKiPh2I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC_AkcYO1n_kjf-gvQIU79nbadLSg
Jump Rope Crossovers,https://www.youtube.com/watch?v=_rSDOng3Srw,https://i.ytimg.com/vi/_rSDOng3Srw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDln8Q7xuSpioFywOXkgHIpWhTv4A
How To Skip Rope (Single Unders),https://www.youtube.com/watch?v=yXIy2ueZtmY,https://i.ytimg.com/vi/yXIy2ueZtmY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB7MPko6PkNMruwxc9e9u2oyz8Mqw
Jumping Jacks,https://www.youtube.com/watch?v=ttVmvj88Zwc,https://i.ytimg.com/vi/ttVmvj88Zwc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCaHj00s8xSddgjtUx0J2as6gQ83A
Press Jacks,https://www.youtube.com/watch?v=dYyFD8M5rQo,https://i.ytimg.com/vi/dYyFD8M5rQo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDkg6fEcKPNKD9-qOArmlNvTyHmNQ
Squat Jacks,https://www.youtube.com/watch?v=ekDtH6yQZm0,https://i.ytimg.com/vi/ekDtH6yQZm0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDCw_TUVqmcNrbEafRzPLo2h1awSw
Hanging L Sit Holds,https://www.youtube.com/watch?v=LNYjR0XD1Fg,https://i.ytimg.com/vi/LNYjR0XD1Fg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBePQ3QAEMLT2JplZuscKLY0tO_Tg
Double Unders (Jump Rope),https://www.youtube.com/watch?v=Cp1VuSOLZ98,https://i.ytimg.com/vi/Cp1VuSOLZ98/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDjd6xFY-WE2PHSk1Av61VC0DqsSw
Hanging Tuck Holds,https://www.youtube.com/watch?v=DtH3vuh65Iw,https://i.ytimg.com/vi/DtH3vuh65Iw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAssJln5WpihktH-JNR3aLXwWU-GQ
Nordic Curls,https://www.youtube.com/watch?v=Wo746janD2E,https://i.ytimg.com/vi/Wo746janD2E/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCr58n34mT4D9ddyKritRQ9GCOxrA
Squat Snatch,https://www.youtube.com/watch?v=Iy0vPROslAA,https://i.ytimg.com/vi/Iy0vPROslAA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCEzihqH7Y5v5Jjy3en6lNjPSZicQ
Power Jerk,https://www.youtube.com/watch?v=ZslkwzxEt7Y,https://i.ytimg.com/vi/ZslkwzxEt7Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCNZEFEwm-7t2om6zNCUjsd8TTTZQ
Squat Clean,https://www.youtube.com/watch?v=spoMy7zsMDY,https://i.ytimg.com/vi/spoMy7zsMDY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAroaC9mS3ZoSfhSUnMfHkPDpMGbg
Split Jerk,https://www.youtube.com/watch?v=kjlCcOQo_hk,https://i.ytimg.com/vi/kjlCcOQo_hk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBInSCSG5N3XtgcSZWHupxGgpO60g
Power Snatch,https://www.youtube.com/watch?v=vUbUbRNH2s0,https://i.ytimg.com/vi/vUbUbRNH2s0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBJZKA5NMgOq2LpBmIxD3c9QTotIA
"Muscle, Power, & Squat Snatch Complex",https://www.youtube.com/watch?v=nB6IjOWJHD4,https://i.ytimg.com/vi/nB6IjOWJHD4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAewfEyJZeswYnSCYv2mXT4f4HKLQ
"Muscle, Power, & Squat Clean Complex",https://www.youtube.com/watch?v=3XrlAEIl5Mc,https://i.ytimg.com/vi/3XrlAEIl5Mc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC8nlTz4an9JYenMqDY5AfFjm5yTA
Muscle Clean,https://www.youtube.com/watch?v=j2LpRbiHodM,https://i.ytimg.com/vi/j2LpRbiHodM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAChX3xMfzN1REcAi6usqkrXWTN_A
Muscle Clean And Strict Press,https://www.youtube.com/watch?v=nWGPS9ofzHM,https://i.ytimg.com/vi/nWGPS9ofzHM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDK4ZoQA7XJvLyDMcLiio-cEqXv7g
Kettlebell Cleans,https://www.youtube.com/watch?v=xZyGP55NkAo,https://i.ytimg.com/vi/xZyGP55NkAo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDjEyfUg6pUUTGY3oCwr_kGMs7mdw
Shrimp Squat,https://www.youtube.com/watch?v=Q3_fSwTF6lw,https://i.ytimg.com/vi/Q3_fSwTF6lw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBnyvJPKKvPhhmZabeFT64Clk2wkg
Banded Pull Ups,https://www.youtube.com/watch?v=JpsiZGnlQ_4,https://i.ytimg.com/vi/JpsiZGnlQ_4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCLVBsdkLgVsBqDHTfnQ4cNo_Cu-g
Muscle Up,https://www.youtube.com/watch?v=sgfzJmZiT7k,https://i.ytimg.com/vi/sgfzJmZiT7k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBGmeekGuCx3H25scCsYS93ej9sEA
Kipping Muscle Up,https://www.youtube.com/watch?v=WujGQGrANp4,https://i.ytimg.com/vi/WujGQGrANp4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBoWg-CH2Php3gaRwdBWxifpcw66Q
Toes To Bar Exercise,https://www.youtube.com/watch?v=UmWDstJQz9Y,https://i.ytimg.com/vi/UmWDstJQz9Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtkHTVCbot3eZbG9ANXvQ9Lg02UQ
Negative Pull Ups,https://www.youtube.com/watch?v=jBSMDqs7OzM,https://i.ytimg.com/vi/jBSMDqs7OzM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDUMNfsCH-m4aZYGaPFwXLPDX4_ag
Seated Pistols,https://www.youtube.com/watch?v=VO9cvFmQ1qw,https://i.ytimg.com/vi/VO9cvFmQ1qw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBz1W0wFnv68fuQUi6Dad_8SgF81Q
Cat Cow Stretch,https://www.youtube.com/watch?v=CE_5RWjFA3Q,https://i.ytimg.com/vi/CE_5RWjFA3Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB9Oj-nyyhYKBywHtZukG3YAfyYmQ
Cobra Pose,https://www.youtube.com/watch?v=YYudWYM5Q9g,https://i.ytimg.com/vi/YYudWYM5Q9g/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB9bwkLqfATLRFBzkNchgE1sZ7pJQ
Puppy Pose,https://www.youtube.com/watch?v=szi5tN8NpKY,https://i.ytimg.com/vi/szi5tN8NpKY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA7qLGFdYX0-7JOmvk7IS9V2Ri41A
Camel Pose,https://www.youtube.com/watch?v=P8M_RoxskH8,https://i.ytimg.com/vi/P8M_RoxskH8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDoP97zF1fY_UafzFASiwMA70kaRw
Wheel Pose,https://www.youtube.com/watch?v=IzT5nMbFQQc,https://i.ytimg.com/vi/IzT5nMbFQQc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA0orHs_OVeW-XjdvwlmmcJt9DKwg
Lying Chest Stretch,https://www.youtube.com/watch?v=EIbudx3gqV8,https://i.ytimg.com/vi/EIbudx3gqV8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAbUoydvaXVr1uQeTNjxrRru4jZZQ
Standing Chest Stretch,https://www.youtube.com/watch?v=TJ4fI47CVWo,https://i.ytimg.com/vi/TJ4fI47CVWo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDU2Rr_hnru8vibFBaQT-sBMnTgWw
Shoulder Dislocates,https://www.youtube.com/watch?v=GTf_xy8QJi8,https://i.ytimg.com/vi/GTf_xy8QJi8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDhhY4ZF4qA6O-7XbLaTWsATYDKEQ
Overhead Tricep Stretch,https://www.youtube.com/watch?v=cPTrm13hSSo,https://i.ytimg.com/vi/cPTrm13hSSo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA2IpCF9Ay6XLKErmVHB1ulQ1MeZg
90 90 Hip Rotations,https://www.youtube.com/watch?v=f_7qIPxw6nE,https://i.ytimg.com/vi/f_7qIPxw6nE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDr7PsxBNlmL3JclVZSw0zlfOtM6A
Figure 4 Stretch,https://www.youtube.com/watch?v=VgjgTGnBkx0,https://i.ytimg.com/vi/VgjgTGnBkx0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBWBwGllNc_0HquOWLphxOWk_2azw
Pigeon Pose Stretch,https://www.youtube.com/watch?v=wePPX_zzYKY,https://i.ytimg.com/vi/wePPX_zzYKY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDUyVo_ZyyQSnnV_E0E7bDUfkoBDw
Frog Splits,https://www.youtube.com/watch?v=0CH1NVeNJbw,https://i.ytimg.com/vi/0CH1NVeNJbw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBhd1DJjpPMeuBVhT1sm3UF-wrWjQ
Cossack Squat,https://www.youtube.com/watch?v=51slmzoEVt8,https://i.ytimg.com/vi/51slmzoEVt8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB-_XK3G9LsEjiyIxXyr5Lvoz2b6w
Kneeling Lunge (Hip Flexor Stretch),https://www.youtube.com/watch?v=iZ1eZBY4fwM,https://i.ytimg.com/vi/iZ1eZBY4fwM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBj6Un6GKcWjGATqhduzjAJao5RAQ
Runners Lunge,https://www.youtube.com/watch?v=jpSETKAVNY4,https://i.ytimg.com/vi/jpSETKAVNY4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDx00HDFcVEEqWvp4_ZvF2wCc9bgA
Standing Quad Stretch,https://www.youtube.com/watch?v=kzAsm4WQqvQ,https://i.ytimg.com/vi/kzAsm4WQqvQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCZpxpLbeyoOH77aVpPBpsdo8EE2g
Kneeling Quad Stretch,https://www.youtube.com/watch?v=dLnIM3KDReo,https://i.ytimg.com/vi/dLnIM3KDReo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD8p2j5bT-JSaTdG8Fe0v6oNmH67Q
Elephant Walks (Hamstring Stretch),https://www.youtube.com/watch?v=fnih_6w_JjA,https://i.ytimg.com/vi/fnih_6w_JjA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDz3wk8zCg8WhuMca2RMG02apoEMg
Elephant Walks,https://www.youtube.com/watch?v=3LRh4z8m5F4,https://i.ytimg.com/vi/3LRh4z8m5F4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCJWT333Kxqqzx7sD9s0s1Rb22Q3A
Inch Worm Exercise,https://www.youtube.com/watch?v=aFkv2m9FTGs,https://i.ytimg.com/vi/aFkv2m9FTGs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB_veRCGyGFwHT0ftKoNAd5qioK_A
Leg Swings,https://www.youtube.com/watch?v=difYoBtZi2s,https://i.ytimg.com/vi/difYoBtZi2s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBpJD0jAA3WuMOPQj3RlFpUmLDaPw
Lying Hamstring Stretch,https://www.youtube.com/watch?v=5P3E8Pec_L8,https://i.ytimg.com/vi/5P3E8Pec_L8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAEGX3dpPMXRD-LONYJsSk3HXcOeA
Standing Hamstring Stretch,https://www.youtube.com/watch?v=fsZebJN-gqk,https://i.ytimg.com/vi/fsZebJN-gqk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCbxqQOVw0gj-aS4ypmUsUnR0d-nA
Hang Squat Snatch Complex,https://www.youtube.com/watch?v=9Ks-NyosB-Y,https://i.ytimg.com/vi/9Ks-NyosB-Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBclEQuczz-T-DT46JMiiXLGxZ3Fg
Hang Power Snatch Complex,https://www.youtube.com/watch?v=sTVLg3zq_WY,https://i.ytimg.com/vi/sTVLg3zq_WY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB90VRhBMS-pcpvZEWq-uogf7sUCQ
Dumbbell Squat Cleans,https://www.youtube.com/watch?v=chES6BtEBVU,https://i.ytimg.com/vi/chES6BtEBVU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDCwlBJuev7uTacYgr5sETptOqFvA
Dumbbell Cleans,https://www.youtube.com/watch?v=5xJjJzdO-oE,https://i.ytimg.com/vi/5xJjJzdO-oE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAoSOcvddgg2f2tRzVv19IGFrUmtg
Dumbbell Snatch,https://www.youtube.com/watch?v=gY7awqQmWlg,https://i.ytimg.com/vi/gY7awqQmWlg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCo4XSDuytncophSL7DZ0sg4dNB4w
